gene,rxnID,kcat_value1
YOR360C,r_0037,16541.28
YDR487C,r_0038,2273.4
YDR127W,r_0039,56736.36
YDR127W,r_0040,28910.52
YBR265W,r_0041,100225.44
YBR249C,r_0042_1,24327.36
YDR035W,r_0042_2,11325.96
YPL252C,r_0043_1,503403.48
YDR376W,r_0043_2,35748.72
YDR538W,r_0044,64865.88
YDR539W,r_0044,32432.94
YLR231C,r_0045,6184.44
YKR009C,r_0057,51912
YJR025C,r_0058,79359.84
YER175C,r_0059,45259.92
YGL009C,r_0060_fwd,14286.24
YGL009C,r_0060_rvs,15129
YCL018W,r_0061,15590.52
YGR087C,r_0062_1,5248.08
YLR044C,r_0062_2,10320.48
YLR134W,r_0062_3,4498.56
YBR176W,r_0063,4722.48
YDL080C,r_0064_1,21708.36
YGR087C,r_0064_2,4245.12
YLR044C,r_0064_3,6630.84
YLR134W,r_0064_4,4110.12
YDR127W,r_0065,59172.48
YNR033W,r_0066,36199.08
YMR289W,r_0067,39911.4
YGR019W,r_0068,8551.8
YCR053W,r_0069,43633.08
YDL080C,r_0072,35031.96
YLR410W,r_0073_1,120423.96
YOR163W,r_0073_2,155237.76
YDR017C,r_0074,101802.6
YLR017W,r_0075,10259.28
YER037W,r_0076_1,40326.12
YGL224C,r_0076_2,16199.64
YOR155C,r_0077,32844.24
YER037W,r_0078_1,29211.84
YGL224C,r_0078_2,12101.76
YGR061C,r_0079,20447.64
YGL125W,r_0080_1,158160.6
YPL023C,r_0080_2,18536.76
YDR232W,r_0081,6926.76
YOR163W,r_0082,71983.8
YDR017C,r_0083,11174.76
YER183C,r_0084,71330.4
YER091C,r_0085,1188
YJR024C,r_0086,294066.72
YPR118W,r_0087_fwd,15714
YPR118W,r_0087_rvs,16539.84
YLR410W,r_0088_fwd,47087.64
YLR410W,r_0088_rvs,90927.36
YLR410W,r_0089_fwd,47087.64
YLR410W,r_0089_rvs,90927.36
YIL107C,r_0090_1,36084.6
YOL136C,r_0090_2,301968.36
YGR248W,r_0091_1,3495.96
YHR163W,r_0091_2,10676.88
YLR410W,r_0092_1,120423.96
YOR163W,r_0092_2,155237.76
YDR017C,r_0093,101802.6
YGR087C,r_0095_1,4553.28
YLR044C,r_0095_2,10962
YLR134W,r_0095_3,5963.76
YLR355C,r_0096,12116.16
YCL009C,r_0097_1,115100.64
YMR108W,r_0097_1,57550.32
YMR108W,r_0097_2,57550.32
YKL192C,r_0099_fwd,201267
YIL160C,r_0100,4404.96
YIL160C,r_0101,3063.96
YIL160C,r_0102,4638.96
YPL028W,r_0103_fwd,12347.64
YPL028W,r_0103_rvs,14594.04
YPL028W,r_0104_fwd,12347.64
YPL028W,r_0104_rvs,14594.04
YIL160C,r_0105,4911.12
YIL160C,r_0106,5608.8
YIL160C,r_0107,5230.08
YMR207C,r_0108,30600
YDL141W,r_0109,61200
YNR016C,r_0109,30600
YBL015W,r_0111,43459.92
YAL054C,r_0112_1,45090.36
YLR153C,r_0112_2,51861.6
YAL054C,r_0113,45090.36
YLR153C,r_0114,51861.6
YER069W,r_0115,27720
YBR093C,r_0116_1,81087.84
YAR071W,r_0116_2,22738.32
YBR092C,r_0116_3,9380.52
YHR215W,r_0116_4,28606.68
YPR002W,r_0117_fwd,8718.12
YPR002W,r_0117_rvs,51292.08
YOL140W,r_0118,37487.16
YPL148C,r_0119,1078010.28
YGL205W,r_0120,26267.04
YGL205W,r_0121,26267.04
YGL205W,r_0122,26267.04
YGL205W,r_0123,26267.04
YGL205W,r_0124,26267.04
YGL205W,r_0125,26267.04
YCR048W,r_0126_fwd,12656.88
YCR048W,r_0126_rvs,8922.24
YCR048W,r_0127_1,12656.88
YNR019W,r_0127_2,2704.32
YCR048W,r_0128_fwd,12656.88
YCR048W,r_0128_rvs,8088.12
YCR048W,r_0129,12656.88
YCR048W,r_0130_fwd,12656.88
YCR048W,r_0130_rvs,8242.56
YCR048W,r_0131_fwd,12945.96
YCR048W,r_0131_rvs,8905.68
YCR048W,r_0132_1_fwd,12945.96
YCR048W,r_0132_1_rvs,8091.72
YNR019W,r_0132_2_fwd,2640.96
YNR019W,r_0132_2_rvs,1661.76
YCR048W,r_0133_fwd,12945.96
YCR048W,r_0133_rvs,8054.64
YCR048W,r_0134_fwd,12945.96
YCR048W,r_0134_rvs,9771.12
YCR048W,r_0135_fwd,12945.96
YCR048W,r_0135_rvs,8215.56
YJL091C,r_0137_fwd,12545.28
YNL141W,r_0138,19800
YDR441C,r_0139_1,95937.48
YML022W,r_0139_2,8181.72
YNL141W,r_0140,9184.68
YJR105W,r_0142,91800
YML035C,r_0143,7707.24
YER043C,r_0144,10195.56
YOL052C,r_0145,12888.36
YNR058W,r_0146_fwd,124706.88
YNR058W,r_0146_rvs,178591.32
YJL005W,r_0147,12278.52
YDL166C,r_0148_1,3523.32
YDR226W,r_0148_2,2455.92
YER170W,r_0149,49624.2
YER170W,r_0150_fwd,49624.2
YER170W,r_0150_rvs,30297.6
YLR359W,r_0151,28853.64
YLR359W,r_0152_fwd,26086.68
YLR359W,r_0152_rvs,64397.16
YNL220W,r_0153,40302
YKL001C,r_0154,18330.12
YGR247W,r_0155,92398.32
YFL030W,r_0156,194466.6
YOR335C,r_0157,26337.24
YGR177C,r_0158_1,11359.8
YOR377W,r_0158_2,12949.2
YGR177C,r_0159_1,14521.68
YOR377W,r_0159_2,19390.68
YGR177C,r_0160_1,11359.8
YOR377W,r_0160_2,12949.2
YGR177C,r_0161_1,11359.8
YOR377W,r_0161_2,12949.2
YGR177C,r_0162_1,11359.8
YOR377W,r_0162_2,12949.2
YMR303C,r_0163,3223440
YDR368W,r_0164_1,17266.32
YHR104W,r_0164_2,10832.4
YGL256W,r_0165_1,17494.2
YMR083W,r_0165_2,119788.92
YBR145W,r_0166_1,1262158.2
YDL168W,r_0166_2,806687.28
YOL086C,r_0166_3,1043375.4
YGL256W,r_0167_1,17494.2
YMR083W,r_0167_2,119788.92
YCR105W,r_0168_1,36752.76
YDR368W,r_0168_2,13113.72
YMR318C,r_0168_3,1675.44
YBR145W,r_0169_1,1815798.6
YDL168W,r_0169_2,1169408.88
YOL086C,r_0169_3,1278269.28
YGL256W,r_0170_1,41024.88
YMR083W,r_0170_2,204912
YCR105W,r_0171_1,90393.84
YMR318C,r_0171_2,3501.72
YMR110C,r_0172_1,35988.48
YMR169C,r_0172_2,14338.44
YMR170C,r_0172_3,16651.8
YPL061W,r_0173,141073.56
YOR374W,r_0174,8864.64
YER073W,r_0175_1,17005.68
YOR374W,r_0175_2,8955.36
YOR374W,r_0176,8864.64
YPL061W,r_0177,233525.88
YER073W,r_0178_1,15151.32
YOR374W,r_0178_2,8955.36
YBR145W,r_0179_1,1262158.2
YDL168W,r_0179_2,806687.28
YOL086C,r_0179_3,1043375.4
YGL256W,r_0180_1,17494.2
YMR083W,r_0180_2,119788.92
YCR105W,r_0181_1,34491600
YMR318C,r_0181_2,34491600
YBR145W,r_0182_1,1262158.2
YDL168W,r_0182_2,806687.28
YOL086C,r_0182_3,1043375.4
YGL256W,r_0183_1,17494.2
YMR083W,r_0183_2,119788.92
YCR105W,r_0184_1,36752.76
YMR318C,r_0184_2,1255.32
YMR169C,r_0185_1,56385.36
YMR170C,r_0185_2,113867.28
YBR145W,r_0186_1,1262158.2
YDL168W,r_0186_2,806687.28
YOL086C,r_0186_3,1043375.4
YGL256W,r_0187_1,17494.2
YMR083W,r_0187_2,119788.92
YDR481C,r_0188,3185.64
YIR029W,r_0189_fwd,712287.36
YIR029W,r_0189_rvs,2293078.32
YIR027C,r_0190_fwd,65261.52
YIR027C,r_0190_rvs,71580.6
YBR208C,r_0191,80079.84
YBR199W,r_0192_1,57249.36
YBR205W,r_0192_2,23379.48
YDR483W,r_0192_3,14715.36
YJL139C,r_0192_4,14655.6
YKR061W,r_0192_5,11655.72
YNL029C,r_0192_6,25226.64
YOR099W,r_0192_7,31304.88
YPL053C,r_0192_8,18225
YPR026W,r_0193_1,35925.84
YBR001C,r_0193_2,80686.44
YDR001C,r_0194,39787.56
YBR126C,r_0195_1,237563.64
YDR074W,r_0195_1,237563.64
YML100W,r_0195_1,237563.64
YBR126C,r_0195_2,237563.64
YDR074W,r_0195_2,237563.64
YMR261C,r_0195_2,237563.64
YBR299W,r_0198_1,110499.84
YGR287C,r_0198_2,76937.04
YGR292W,r_0198_3,91275.12
YIL172C,r_0198_4,36858.6
YJL216C,r_0198_5,122227.92
YJL221C,r_0198_6,36858.6
YDR242W,r_0199_1,4483.8
YMR293C,r_0199_2,38317.32
YOR374W,r_0201,8864.64
YDR354W,r_0202,10440
YER090W,r_0203,65905.2
YKL211C,r_0203,65905.2
YDR305C,r_0204_fwd,51487.2
YDR305C,r_0204_rvs,44063.28
YHR104W,r_0205,1737
YPL111W,r_0206,7985.52
YHR018C,r_0207_fwd,25371.72
YHR018C,r_0207_rvs,89970.12
YOL058W,r_0208_fwd,103484.88
YOL058W,r_0208_rvs,79205.04
YDR341C,r_0209,45864.36
YHR091C,r_0210,22002.48
YGR124W,r_0211_1,12153.96
YPR145W,r_0211_2,12481.92
YHR019C,r_0212,10200.6
YCR024C,r_0213,8493.84
YJL130C,r_0214,19030.32
YER052C,r_0215,817200
YLR027C,r_0216_fwd,2426489.28
YLR027C,r_0216_rvs,7096236.12
YKL106W,r_0217,364552.56
YLR027C,r_0218_fwd,2426489.28
YLR027C,r_0218_rvs,7096236.12
YDR158W,r_0219,19168.92
YLL018C,r_0220,224411.76
YPL104W,r_0221,8901.36
YDR530C,r_0222,345600
YCL050C,r_0223,345600
YCL050C,r_0224,453.96
YER055C,r_0225,5237.64
Q0080,r_0226_1,3856956.84
Q0085,r_0226_1,3856956.84
Q0130,r_0226_1,385695.684
YBL099W,r_0226_1,2571304.56
YBR039W,r_0226_1,7713913.68
YDL004W,r_0226_1,7713913.68
YDR298C,r_0226_1,3856956.84
YDR322C-A,r_0226_1,7713913.68
YDR377W,r_0226_1,3856956.84
YJR121W,r_0226_1,2571304.56
YKL016C,r_0226_1,3856956.84
YLR295C,r_0226_1,7713913.68
YML081C-A,r_0226_1,3856956.84
YPL078C,r_0226_1,3856956.84
YPL271W,r_0226_1,7713913.68
Q0080,r_0226_2,3856956.84
Q0085,r_0226_2,3856956.84
Q0130,r_0226_2,385695.684
YBL099W,r_0226_2,2571304.56
YBR039W,r_0226_2,7713913.68
YDL004W,r_0226_2,7713913.68
YDR298C,r_0226_2,3856956.84
YDR377W,r_0226_2,3856956.84
YJR121W,r_0226_2,2571304.56
YKL016C,r_0226_2,3856956.84
YLR295C,r_0226_2,7713913.68
YML081C-A,r_0226_2,3856956.84
YPL078C,r_0226_2,3856956.84
YPL271W,r_0226_2,7713913.68
YPR020W,r_0226_2,7713913.68
Q0080,r_0226_3,3856956.84
Q0085,r_0226_3,3856956.84
Q0130,r_0226_3,385695.684
YBL099W,r_0226_3,2571304.56
YBR039W,r_0226_3,7713913.68
YDL004W,r_0226_3,7713913.68
YDR298C,r_0226_3,3856956.84
YDR322C-A,r_0226_3,7713913.68
YDR377W,r_0226_3,3856956.84
YJR121W,r_0226_3,2571304.56
YKL016C,r_0226_3,3856956.84
YLR295C,r_0226_3,7713913.68
YML081C-A,r_0226_3,3856956.84
YPL078C,r_0226_3,3856956.84
YPL271W,r_0226_3,7713913.68
YCL005W-A,r_0226_3,7713913.68
YJL180C,r_0226_3,7713913.68
YLR393W,r_0226_3,7713913.68
YNL315C,r_0226_3,7713913.68
YOL077W-A,r_0226_3,3856956.84
YCR024C-A,r_0227_1,48087.72
YEL017C-A,r_0227_1,48087.72
YGL008C,r_0227_1,48087.72
YCR024C-A,r_0227_2,48087.72
YEL017C-A,r_0227_2,48087.72
YPL036W,r_0227_2,48087.72
YER005W,r_0227_3,12281.76
YBR110W,r_0228,10007.28
YGR286C,r_0229_fwd,9077.76
YGR286C,r_0229_rvs,9069.84
YDL141W,r_0230,9662.76
YNL280C,r_0231,62273.88
YMR015C,r_0233,19114.2
YGL001C,r_0234,37315.8
YGL001C,r_0235,36237.24
YLR100W,r_0236,49314.96
YLR100W,r_0237,49314.96
YGR060W,r_0238,10723.68
YGR060W,r_0239,10723.68
YGR060W,r_0240,10723.68
YGR060W,r_0241,1073.88
YLR056W,r_0242,9344.52
YMR202W,r_0243,266.04
YGL012W,r_0244,158109.84
YDL090C,r_0249,19116.36
YKL019W,r_0249,19116.36
YJL130C,r_0250,18354.96
YJR109C,r_0250,18354.96
YOR303W,r_0250,18354.96
YAR035W,r_0252_1,90612.72
YER024W,r_0252_2,20689.56
YML042W,r_0253,22457.52
YML042W,r_0254,26733.6
YGR088W,r_0255,25025609.16
YDR256C,r_0256,47896904.88
YDR297W,r_0259,54152.28
YMR272C,r_0260,13206.96
YDR297W,r_0261,54152.28
YMR272C,r_0262,13206.96
YHL003C,r_0263_1,42158.52
YMR298W,r_0263_1,42158.52
YMR298W,r_0263_2,15301.8
YKL008C,r_0263_2,15301.8
YHL003C,r_0264_1,41726.16
YMR298W,r_0264_1,41726.16
YMR298W,r_0264_2,15179.76
YKL008C,r_0264_2,15179.76
YHL003C,r_0265_1,42158.52
YMR298W,r_0265_1,42158.52
YMR298W,r_0265_2,15301.8
YKL008C,r_0265_2,15301.8
YHL003C,r_0266_1,41726.16
YMR298W,r_0266_1,41726.16
YMR298W,r_0266_2,15179.76
YKL008C,r_0266_2,15179.76
YMR272C,r_0267,13206.96
YMR272C,r_0268,13206.96
YMR272C,r_0269,13206.96
YMR272C,r_0270,13206.96
YLR307W,r_0271_1,15501.24
YLR308W,r_0271_2,406158.84
YBR023C,r_0272_1,27261
YBR038W,r_0272_2,12748.68
YNL192W,r_0272_3,16169.76
YLR133W,r_0273,9180
YGR202C,r_0274,150091.56
YPR060C,r_0278,1299600
YGL148W,r_0279,16361.28
YLR304C,r_0280_fwd,1140564.96
YLR304C,r_0280_rvs,72541.8
YBR002C,r_0281_1,1438.2
YMR101C,r_0281_2,39444.48
YBR002C,r_0282_1,1438.2
YMR101C,r_0282_2,39444.48
YBR002C,r_0283_1,1438.2
YMR101C,r_0283_2,39444.48
YBR002C,r_0284_1,1438.2
YMR101C,r_0284_2,39444.48
YBR002C,r_0285_1,1438.2
YMR101C,r_0285_2,39444.48
YBR002C,r_0286_1,1438.2
YMR101C,r_0286_2,39444.48
YBR002C,r_0287_1,1438.2
YMR101C,r_0287_2,39444.48
YBR002C,r_0288_1,1438.2
YMR101C,r_0288_2,39444.48
YBR002C,r_0289_1,1438.2
YMR101C,r_0289_2,39444.48
YBR002C,r_0290_1,1438.2
YMR101C,r_0290_2,39444.48
YBR002C,r_0291_1,1438.2
YMR101C,r_0291_2,39444.48
YBR002C,r_0292_1,1438.2
YMR101C,r_0292_2,39444.48
YBR002C,r_0293_1,1438.2
YMR101C,r_0293_2,39444.48
YBR002C,r_0294_1_fwd,1438.2
YBR002C,r_0294_1_rvs,1343.52
YMR101C,r_0294_2_fwd,39444.48
YMR101C,r_0294_2_rvs,50783.4
YBR002C,r_0295_1_fwd,1438.2
YBR002C,r_0295_1_rvs,1343.52
YMR101C,r_0295_2_fwd,39444.48
YMR101C,r_0295_2_rvs,50783.4
YBR002C,r_0296_1,1438.2
YMR101C,r_0296_2,39444.48
YBR002C,r_0297_1,1438.2
YMR101C,r_0297_2,39444.48
YBR002C,r_0298_1,1438.2
YMR101C,r_0298_2,39444.48
YBR002C,r_0299_1,1438.2
YMR101C,r_0299_2,39444.48
YNR001C,r_0300_1,20257.92
YPR001W,r_0300_2,284712.48
YCR005C,r_0301,297903.24
YLR304C,r_0302_fwd,111012.48
YLR304C,r_0302_rvs,1140564.96
YLR304C,r_0303_fwd,111012.48
YLR304C,r_0303_rvs,1140564.96
YDR044W,r_0304,48421.08
YBL039C,r_0306_1,139589.64
YJR103W,r_0306_2,152058.6
YBL039C,r_0307_1,234575.64
YJR103W,r_0307_2,268629.12
YFR055W,r_0308_1,3276
YGL184C,r_0308_2,3276
YGR155W,r_0309,77400
YAL012W,r_0310,6516
YJR130C,r_0311,11994.84
YLR303W,r_0312,5790.6
YNL247W,r_0313,9195.12
YLR245C,r_0314,407061.36
YNR012W,r_0315,11090.88
YHR007C,r_0317,91580.04
YHR042W,r_0317,91580.04
YPR062W,r_0318,612000
YML086C,r_0319,133582.68
YMR041C,r_0320,7354.08
YBR149W,r_0321,27728.28
YKL060C,r_0322_fwd,7627.68
YKL060C,r_0322_rvs,10954.08
YDL246C,r_0323_1,415968.48
YJR159W,r_0323_2,432540.72
YHR144C,r_0326_fwd,691.92
YHR144C,r_0326_rvs,587.88
YHR144C,r_0327,573.48
YNL141W,r_0328,8731.08
YLR245C,r_0329,324330.48
YDR454C,r_0330_fwd,324000
YDR454C,r_0330_rvs,538463.88
YHR068W,r_0331,78103.8
YCR036W,r_0332,19297.08
YDR196C,r_0334,51.84
YNR057C,r_0335_fwd,2840345.28
YNR057C,r_0335_rvs,1041463.08
YPL087W,r_0340_fwd,26766
YPL087W,r_0340_rvs,24657.12
YPL087W,r_0341_fwd,26902.44
YPL087W,r_0341_rvs,24823.44
YPL087W,r_0342,24753.24
YPL087W,r_0343,24914.88
YOR236W,r_0344,39947.04
YOR236W,r_0345,39947.04
YMR113W,r_0346,94892.04
YNL256W,r_0347,1657.08
YDL100C,r_0348,66707.64
YLR420W,r_0349_fwd,30264.12
YLR420W,r_0349_rvs,19839.24
YNL256W,r_0350,3479.04
YNL256W,r_0351,1488.96
YJR016C,r_0352,12031.92
YJR016C,r_0353,7794
YFL053W,r_0354_1,24244.2
YML070W,r_0354_2,11880.36
YJL167W,r_0355,6695.64
YKL152C,r_0356_fwd,52868.16
YKL152C,r_0356_rvs,62756.28
YOR163W,r_0357,156384.72
YDR017C,r_0358,10878.48
YLR172C,r_0359,54148.68
YMR013C,r_0360,27435.6
YPR183W,r_0361,109678.68
YAL023C,r_0362_1,23906.88
YDL095W,r_0362_1,23906.88
YDL093W,r_0362_2,6646.32
YJR143C,r_0362_3,15455.88
YOR321W,r_0362_4,18542.52
YJR057W,r_0363,55305.72
YJR069C,r_0364_1,340366.32
YBR252W,r_0364_2,34560
YJR153W,r_0365,76871.88
YPL281C,r_0366_1_fwd,426831.48
YPL281C,r_0366_1_rvs,212239.8
YGR254W,r_0366_2_fwd,97909.2
YGR254W,r_0366_2_rvs,60041.16
YHR174W,r_0366_3_fwd,97792.2
YHR174W,r_0366_3_rvs,53845.92
YMR323W,r_0366_4_fwd,407387.88
YMR323W,r_0366_4_rvs,201685.32
YOR393W,r_0366_5_fwd,426831.48
YOR393W,r_0366_5_rvs,212239.8
YDR147W,r_0368_1,27870.84
YLR133W,r_0368_2,3877.2
YOR126C,r_0369,132.84
YDR261C,r_0370_1,38708.28
YGR282C,r_0370_2,299558.16
YLR300W,r_0370_3,29975.04
YNR067C,r_0370_4,8394.12
YOR190W,r_0370_5,12507.84
YPL069C,r_0373,133.2
YER015W,r_0399_fwd,52460.28
YER015W,r_0399_rvs,61820.28
YER015W,r_0400_fwd,52460.28
YER015W,r_0400_rvs,61820.28
YER015W,r_0402_fwd,52460.28
YER015W,r_0402_rvs,61820.28
YER015W,r_0410_fwd,52460.28
YER015W,r_0410_rvs,61820.28
YER015W,r_0412_fwd,52460.28
YER015W,r_0412_rvs,61820.28
YOR176W,r_0436,1445.4
YEL039C,r_0437_1,3600000
YKR066C,r_0437_1,7200000
YJR048W,r_0437_2,3600000
YKR066C,r_0437_2,7200000
YEL039C,r_0438_1,21851989.2
Q0045,r_0438_1,21851989.2
Q0250,r_0438_1,43703978.4
Q0275,r_0438_1,21851989.2
YDL067C,r_0438_1,43703978.4
YGL187C,r_0438_1,43703978.4
YGL191W,r_0438_1,43703978.4
YHR051W,r_0438_1,43703978.4
YIL111W,r_0438_1,43703978.4
YLR038C,r_0438_1,43703978.4
YLR395C,r_0438_1,43703978.4
YMR256C,r_0438_1,43703978.4
YEL039C,r_0438_2,21851989.2
Q0045,r_0438_2,21851989.2
Q0250,r_0438_2,43703978.4
Q0275,r_0438_2,21851989.2
YDL067C,r_0438_2,43703978.4
YGL187C,r_0438_2,43703978.4
YGL191W,r_0438_2,43703978.4
YHR051W,r_0438_2,43703978.4
YLR038C,r_0438_2,43703978.4
YLR395C,r_0438_2,43703978.4
YMR256C,r_0438_2,43703978.4
YNL052W,r_0438_2,43703978.4
YJR048W,r_0438_3,21851989.2
Q0045,r_0438_3,21851989.2
Q0250,r_0438_3,43703978.4
Q0275,r_0438_3,21851989.2
YDL067C,r_0438_3,43703978.4
YGL187C,r_0438_3,43703978.4
YGL191W,r_0438_3,43703978.4
YHR051W,r_0438_3,43703978.4
YIL111W,r_0438_3,43703978.4
YLR038C,r_0438_3,43703978.4
YLR395C,r_0438_3,43703978.4
YMR256C,r_0438_3,43703978.4
YJR048W,r_0438_4,21851989.2
Q0045,r_0438_4,21851989.2
Q0250,r_0438_4,43703978.4
Q0275,r_0438_4,21851989.2
YDL067C,r_0438_4,43703978.4
YGL187C,r_0438_4,43703978.4
YGL191W,r_0438_4,43703978.4
YHR051W,r_0438_4,43703978.4
YLR038C,r_0438_4,43703978.4
YLR395C,r_0438_4,43703978.4
YMR256C,r_0438_4,43703978.4
YNL052W,r_0438_4,43703978.4
Q0045,r_0438_5,249845.76
Q0250,r_0438_5,499691.52
Q0275,r_0438_5,249845.76
YDL067C,r_0438_5,499691.52
YDR231C,r_0438_5,499691.52
YGR062C,r_0438_5,499691.52
YHR116W,r_0438_5,499691.52
YJL003W,r_0438_5,499691.52
YLL018C-A,r_0438_5,499691.52
YPL132W,r_0438_5,499691.52
YEL039C,r_0439_1,183038.76
Q0105,r_0439_1,183038.76
YBL045C,r_0439_1,183038.76
YDR529C,r_0439_1,183038.76
YEL024W,r_0439_1,183038.76
YFR033C,r_0439_1,183038.76
YGR183C,r_0439_1,183038.76
YHR001W-A,r_0439_1,183038.76
YJL166W,r_0439_1,183038.76
YOR065W,r_0439_1,183038.76
YPR191W,r_0439_1,183038.76
YJR048W,r_0439_2,183038.76
Q0105,r_0439_2,183038.76
YBL045C,r_0439_2,183038.76
YDR529C,r_0439_2,183038.76
YEL024W,r_0439_2,183038.76
YFR033C,r_0439_2,183038.76
YGR183C,r_0439_2,183038.76
YHR001W-A,r_0439_2,183038.76
YJL166W,r_0439_2,183038.76
YOR065W,r_0439_2,183038.76
YPR191W,r_0439_2,183038.76
YDL045C,r_0440,311.04
YLR011W,r_0441,2727.72
YLR011W,r_0442,2692.08
YDL168W,r_0443,4608
YOR388C,r_0445,23400
YGR204W,r_0446_fwd,37578.24
YGR204W,r_0446_rvs,48022.92
YBR084W,r_0447_fwd,226877.04
YBR084W,r_0447_rvs,401127.84
YLR345W,r_0448_1,63374.4
YJL155C,r_0448_2,39432.24
YLR377C,r_0449,17640
YKL060C,r_0450_fwd,7084.8
YKL060C,r_0450_rvs,13762.44
YPL262W,r_0451_fwd,511207.92
YPL262W,r_0451_rvs,99157.32
YPL262W,r_0452_fwd,511207.92
YPL262W,r_0452_rvs,99157.32
YKL216W,r_0453,181290.6
YEL047C,r_0454_fwd,25158.96
YEL047C,r_0454_rvs,4171.68
YEL047C,r_0455_fwd,25158.96
YEL047C,r_0455_rvs,4171.68
YLR299W,r_0457,101614.68
YBR020W,r_0458,200880
YBR018C,r_0459,3553200
YJL101C,r_0460,3267.72
YJL167W,r_0462,5357.52
YPR184W,r_0463,39510
YIL099W,r_0464,1180800
YNL241C,r_0466,68452.2
YBR196C,r_0467_fwd,14303.52
YBR196C,r_0467_rvs,12061.08
YDR300C,r_0468,37403.28
YMR250W,r_0469,1933.2
YDL215C,r_0470,11162.16
YAL062W,r_0471_1,50400
YOR375C,r_0471_2,50400
YDL171C,r_0472,14195.52
YOR323C,r_0473,64009.44
YFL060C,r_0475_1,667342.8
YNL334C,r_0475_2,692253.36
YPR035W,r_0476,699381.36
YMR084W,r_0477_1,127800
YKL104C,r_0477_2,127800
YOR168W,r_0478,5040
YGL245W,r_0479,5400
YOL033W,r_0480,5400
YCL035C,r_0481_1,6480000
YPL091W,r_0481_1,3240000
YPL091W,r_0481_2,3240000
YDR098C,r_0481_2,6480000
YPL091W,r_0481_3,3240000
YDR513W,r_0481_3,6480000
YPL091W,r_0481_4,3240000
YER174C,r_0481_4,6480000
YPL091W,r_0482,3240000
YPL059W,r_0482,6480000
YNL229C,r_0483_1,26734.68
YBR244W,r_0483_2,18484.2
YCL035C,r_0483_3,6805934.28
YDR513W,r_0483_4,215221.68
YIR037W,r_0483_5,7124997.6
YKL026C,r_0483_6,677505.6
YPL059W,r_0484,195406.56
YOL049W,r_0485,1510.2
YGR192C,r_0486_1_fwd,260686.8
YGR192C,r_0486_1_rvs,128268.36
YJL052W,r_0486_2_fwd,327877.92
YJL052W,r_0486_2_rvs,189200.52
YJR009C,r_0486_3_fwd,850610.88
YJR009C,r_0486_3_rvs,484227.72
YOR120W,r_0487,1976.4
YHL032C,r_0488,526.68
YER062C,r_0489_1,27083.88
YIL053W,r_0489_2,714931.92
YIL155C,r_0490,16525.08
YDL022W,r_0491_1,10708.92
YOL059W,r_0491_2,71466.48
